distance_km,transport_mode,driver_availability,week,surge_multiplier,traffic,pickup_hour,fare_price,pickup_address_encoded,drop_address_encoded
24.2,2,1,6,2.0,0,19,564,418.2173913043478,418.71875
19.8,0,2,3,1.4,2,12,458,320.6530612244898,352.875
19.8,4,2,2,1.3,2,12,567,403.1315789473685,398.2916666666667
1.5,3,0,3,1.0,1,1,68,347.8666666666667,325.2105263157895
25.3,3,0,4,1.0,1,5,354,357.8,398.4339622641509
21.5,3,0,5,1.0,2,5,308,351.82978723404256,423.2368421052632
9.0,4,0,0,1.0,1,6,242,382.8684210526316,398.2916666666667
19.9,0,2,5,1.4,1,7,460,403.47222222222223,387.1627906976744
25.2,0,2,6,1.2,2,5,490,460.24,449.5
22.8,0,1,3,2.2,0,10,818,462.4736842105263,266.6585365853659
33.2,3,1,3,2.5,0,14,1121,382.9024390243902,389.35849056603774
24.2,2,2,4,1.1,2,11,310,401.3863636363636,341.5
9.1,3,0,3,1.0,2,0,159,434.8157894736842,363.5405405405405
25.2,2,2,5,1.2,1,23,350,325.8536585365854,428.28205128205127
15.4,0,0,6,1.0,1,12,261,333.9,369.0
13.2,0,0,0,1.0,1,22,228,446.37142857142857,340.7291666666667
6.3,3,0,4,1.0,1,23,126,375.225,367.375
9.1,3,2,3,1.4,2,12,223,401.3863636363636,500.3225806451613
28.2,0,0,3,1.0,1,21,453,360.6136363636364,410.27272727272725
24.1,3,0,4,1.0,1,6,339,418.2173913043478,345.3414634146341
19.1,0,2,0,1.3,2,6,411,448.575,364.4772727272728
26.5,0,0,0,1.0,1,1,428,367.2972972972973,323.65625
10.1,2,2,4,1.2,2,8,169,304.5,413.28205128205127
23.0,0,0,5,1.0,1,3,375,345.27777777777777,294.825
35.4,2,0,3,1.0,1,0,394,417.8974358974359,432.3125
26.1,0,0,5,1.0,1,21,422,434.8157894736842,320.2857142857143
22.4,0,0,3,1.0,1,6,366,397.9787234042553,304.6829268292683
13.1,1,0,0,1.0,1,6,99,297.5625,474.77777777777777
9.9,2,0,5,1.0,1,7,139,418.2173913043478,385.5869565217391
27.2,2,0,3,1.0,1,3,312,351.4146341463415,432.3125
10.0,3,1,6,1.5,0,12,255,333.6744186046512,410.68
28.9,3,0,1,1.0,1,22,397,445.1333333333333,340.7291666666667
10.4,0,2,2,1.4,2,11,260,335.8837209302326,383.2745098039216
18.9,0,1,4,2.4,0,8,752,344.9111111111111,354.1764705882353
21.8,2,0,3,1.0,1,5,258,369.2702702702703,436.9666666666666
24.2,3,1,6,2.0,0,19,681,356.96875,389.35849056603774
27.2,2,0,0,1.0,1,1,312,434.8157894736842,381.4516129032258
35.6,2,0,2,1.0,1,14,396,382.27777777777777,417.9189189189189
32.6,3,0,3,1.0,2,12,441,375.7368421052632,405.8222222222222
16.3,0,0,0,1.0,2,3,274,367.2972972972973,375.875
18.4,3,0,3,1.0,1,12,271,352.75925925925924,439.1333333333333
37.5,0,0,6,1.0,1,15,592,430.7368421052632,366.6666666666667
21.5,2,1,1,2.1,0,8,536,512.3111111111111,366.8484848484849
17.5,4,0,3,1.0,1,14,395,407.9117647058824,313.0
18.3,0,2,5,1.3,0,17,396,332.2325581395349,357.7317073170732
30.3,0,1,6,1.8,0,19,872,404.04545454545456,348.2432432432432
32.0,2,1,4,2.3,0,17,828,449.9795918367347,404.7058823529412
30.8,2,0,0,1.0,1,7,348,525.2916666666666,369.0
34.0,0,1,5,1.7,0,8,918,508.2608695652174,389.35849056603774
22.2,0,0,3,1.0,1,23,363,333.6744186046512,433.80555555555554
5.6,2,2,4,1.5,0,10,144,374.6285714285714,422.625
13.4,3,2,1,1.3,2,11,274,382.8684210526316,362.40625
42.6,3,0,5,1.0,1,15,561,445.1333333333333,499.4358974358975
20.1,3,1,3,1.9,0,8,553,449.9795918367347,389.35849056603774
9.0,3,0,6,1.0,1,0,158,320.6530612244898,332.1142857142857
27.8,2,2,1,1.2,2,18,382,351.82978723404256,428.28205128205127
36.3,0,1,4,2.0,0,10,1149,449.9795918367347,443.44444444444446
19.0,2,2,1,1.3,0,8,299,352.75925925925924,345.53333333333336
13.0,0,0,4,1.0,2,14,225,334.42,381.6744186046512
16.1,0,2,0,1.3,2,11,353,350.68,379.65
25.9,3,1,6,1.8,0,20,649,434.8157894736842,500.0377358490566
10.4,0,2,5,1.1,1,4,205,386.7608695652174,439.1333333333333
25.3,0,2,4,1.3,2,22,532,352.28125,439.1333333333333
40.5,2,0,1,1.0,1,5,445,386.7608695652174,469.1666666666667
33.3,3,0,6,1.0,1,7,450,482.4285714285714,349.8181818181818
33.6,0,2,1,1.3,0,19,694,433.4242424242424,367.375
17.7,4,0,6,1.0,2,15,399,512.3111111111111,352.875
21.4,3,0,1,1.0,1,6,307,418.2173913043478,452.0769230769231
10.6,0,1,3,2.3,0,17,435,418.2173913043478,379.65
6.7,2,2,2,1.2,1,6,128,349.43333333333334,463.4651162790698
15.8,0,2,6,1.3,1,21,347,384.8181818181818,345.53333333333336
18.5,0,0,5,1.0,1,3,308,324.1714285714286,441.96875
9.9,0,0,5,1.0,2,7,178,364.575,332.1142857142857
2.3,4,1,1,2.0,0,10,243,349.6046511627907,389.35849056603774
13.5,3,1,6,1.7,0,9,360,420.9411764705882,474.77777777777777
17.5,0,0,3,1.0,1,0,292,401.76666666666665,348.3684210526316
21.8,0,1,4,1.8,0,17,643,388.3589743589744,357.7317073170732
13.0,3,1,2,2.3,0,8,474,430.7368421052632,340.7291666666667
20.2,2,2,5,1.4,0,14,339,308.6938775510204,362.5135135135135
11.1,0,0,3,1.0,1,3,196,505.85,299.16279069767444
10.5,0,1,2,2.4,0,18,450,446.37142857142857,468.45
8.5,3,0,4,1.0,1,5,152,386.7608695652174,468.45
7.3,0,2,4,1.4,2,8,195,417.8974358974359,343.7333333333333
16.8,3,0,0,1.0,1,4,252,487.87179487179486,362.40625
11.7,0,0,1,1.0,1,6,206,339.79487179487177,395.2
12.2,2,2,1,1.3,1,5,211,382.9024390243902,395.6285714285714
11.6,3,0,6,1.0,1,13,189,351.4146341463415,343.7333333333333
11.4,3,0,5,1.0,1,1,187,333.9,304.6829268292683
11.7,0,2,3,1.2,2,11,247,384.8181818181818,439.5882352941176
19.0,3,0,0,1.0,1,2,278,328.2857142857143,413.28205128205127
18.9,3,2,2,1.4,1,23,388,389.7037037037037,463.9189189189189
34.1,3,0,0,1.0,1,3,459,360.6136363636364,423.2368421052632
14.9,0,0,0,1.0,2,21,254,418.2173913043478,355.57142857142856
5.5,0,2,4,1.2,2,4,135,374.6285714285714,364.4772727272728
25.6,3,0,1,1.0,2,14,357,333.6744186046512,313.0
8.6,3,2,6,1.4,0,19,214,397.9787234042553,313.5777777777778
19.9,0,0,5,1.0,1,7,328,351.4146341463415,437.46
15.3,0,0,6,1.0,1,0,260,349.6046511627907,389.20454545454544
5.2,0,2,1,1.3,1,22,140,409.0,346.81081081081084
18.5,0,1,1,1.9,0,9,584,483.5882352941176,362.40625
24.6,0,1,5,2.0,0,17,798,444.61538461538464,319.97727272727275
28.6,0,0,4,1.0,1,23,459,512.3111111111111,399.5263157894737
25.4,2,0,3,1.0,1,23,294,333.6744186046512,474.77777777777777
15.5,3,0,0,1.0,1,4,236,351.82978723404256,389.20454545454544
25.4,2,2,4,1.2,2,12,353,333.9,407.54545454545456
17.8,4,0,1,1.0,1,22,400,349.43333333333334,452.0769230769231
13.6,3,0,1,1.0,2,19,213,345.2105263157895,314.8863636363636
15.0,2,2,3,1.2,2,21,228,417.1555555555556,439.6060606060606
35.3,3,0,0,1.0,2,5,474,349.43333333333334,357.7317073170732
12.8,0,1,1,2.2,0,13,488,371.8684210526316,343.5833333333333
11.9,0,1,2,1.8,0,18,375,403.47222222222223,314.8863636363636
29.1,0,0,0,1.0,2,13,466,417.27777777777777,355.57142857142856
16.3,3,0,2,1.0,1,5,246,417.27777777777777,398.2916666666667
28.3,0,1,5,1.7,0,9,773,371.8684210526316,433.03225806451616
18.0,3,1,6,1.8,0,20,479,345.2105263157895,476.1351351351352
4.5,3,1,4,1.7,0,8,177,386.2,398.2916666666667
18.8,0,2,1,1.3,0,19,406,375.225,313.5777777777778
17.2,3,2,0,1.2,2,9,308,347.075,464.4324324324325
18.7,2,0,6,1.0,1,7,227,371.8684210526316,314.8863636363636
25.3,3,0,5,1.0,1,5,354,424.9230769230769,422.0208333333333
19.0,3,0,0,1.0,1,11,278,328.2857142857143,413.28205128205127
13.0,3,0,4,1.0,1,5,206,447.6315789473685,463.54285714285714
5.0,3,1,5,2.2,0,20,242,293.531914893617,294.825
22.4,0,2,2,1.5,2,21,549,382.8684210526316,369.9736842105263
3.5,0,0,2,1.0,2,14,82,367.2972972972973,378.22222222222223
10.3,2,2,1,1.2,2,11,172,369.2702702702703,373.9318181818182
9.9,0,2,0,1.4,1,11,250,320.6530612244898,375.875
5.3,3,2,6,1.2,1,15,136,286.2352941176471,353.64102564102564
25.6,2,2,1,1.2,2,14,355,326.09375,395.27272727272725
37.6,3,0,0,1.0,2,14,501,505.85,381.6744186046512
33.0,4,0,0,1.0,1,4,674,483.5882352941176,389.35849056603774
25.0,2,1,0,1.8,0,19,522,505.85,369.1538461538461
24.8,4,2,3,1.2,0,8,632,360.6136363636364,435.8
31.2,0,0,0,1.0,1,22,498,389.7037037037037,445.55263157894734
13.1,4,2,1,1.4,2,13,442,330.8421052631579,486.8139534883721
5.5,0,1,4,2.3,0,20,259,397.9787234042553,294.825
12.0,2,1,3,1.9,0,10,304,407.9117647058824,364.4772727272728
9.6,2,2,4,1.4,0,8,190,333.9,319.97727272727275
14.8,0,0,1,1.0,1,1,252,467.6842105263158,595.3243243243244
14.7,4,0,2,1.0,1,3,345,430.7368421052632,353.64102564102564
14.4,3,2,4,1.1,2,22,245,364.575,395.2
26.0,2,1,6,1.6,0,8,480,505.85,361.4827586206897
6.9,2,1,2,2.5,0,8,272,325.9736842105263,381.4516129032258
18.4,3,1,1,2.0,0,18,542,424.948717948718,468.45
35.8,0,2,6,1.1,1,5,624,487.87179487179486,387.1627906976744
36.7,0,2,3,1.4,1,0,813,467.6842105263158,395.27272727272725
2.8,0,2,6,1.4,2,16,101,344.9111111111111,464.4324324324325
27.7,0,0,5,1.0,1,15,446,349.6046511627907,452.0769230769231
15.4,3,0,2,1.0,2,5,235,364.575,313.5777777777778
7.7,2,1,2,1.9,0,9,222,476.2439024390244,405.0487804878049
18.8,0,0,1,1.0,1,21,312,491.0857142857143,314.76
15.2,3,2,3,1.2,2,10,279,422.7142857142857,422.0208333333333
5.0,1,2,0,1.5,0,18,75,382.9024390243902,431.7878787878788
24.2,2,2,3,1.3,2,0,367,375.7368421052632,395.27272727272725
25.1,2,0,6,1.0,1,3,291,382.9024390243902,449.5
27.5,3,2,5,1.2,2,17,456,490.6923076923077,343.5833333333333
32.0,0,0,1,1.0,1,23,510,408.56410256410254,410.68
27.5,1,0,6,1.0,1,0,185,382.9024390243902,348.3684210526316
10.3,2,2,0,1.2,0,18,172,369.2702702702703,341.5
13.5,1,1,6,2.3,0,18,232,417.1555555555556,346.81081081081084
30.7,0,2,3,1.3,0,9,638,352.75925925925924,470.4864864864865
12.3,0,2,5,1.3,2,1,279,320.6530612244898,367.375
2.0,2,0,3,1.0,1,22,60,417.8974358974359,441.96875
17.4,3,2,2,1.2,2,10,311,356.96875,366.6666666666667
11.5,0,0,4,1.0,2,1,202,303.22857142857146,398.2916666666667
4.4,3,2,2,1.3,2,9,134,297.5625,266.6585365853659
16.8,0,2,4,1.3,2,15,367,389.7037037037037,385.5869565217391
5.2,0,1,2,2.4,0,14,259,394.4565217391304,362.6969696969697
22.8,3,0,5,1.0,1,11,324,319.8888888888889,381.6744186046512
11.4,2,2,3,1.1,1,2,169,347.8666666666667,385.5869565217391
31.4,2,0,2,1.0,1,6,354,375.7368421052632,472.1935483870968
4.4,2,0,4,1.0,1,2,84,330.8421052631579,340.7291666666667
31.9,3,2,1,1.4,2,14,606,525.2916666666666,458.39473684210526
14.1,3,1,6,2.3,0,17,504,352.75925925925924,348.3684210526316
13.1,3,1,5,2.0,0,8,414,403.47222222222223,436.9666666666666
19.4,0,2,1,1.1,2,12,353,324.1714285714286,361.97222222222223
10.5,1,2,3,1.3,0,17,108,351.4807692307692,421.1463414634146
20.8,2,2,5,1.2,1,0,298,397.9787234042553,417.9189189189189
18.5,3,1,6,1.5,0,11,408,319.8888888888889,474.77777777777777
1.6,3,1,0,2.2,0,19,152,403.1315789473685,385.5869565217391
37.5,4,0,4,1.0,2,16,755,507.2619047619048,382.61764705882354
34.2,0,2,3,1.3,2,16,706,430.7368421052632,376.4047619047619
29.5,3,2,0,1.1,1,16,444,513.0652173913044,373.9318181818182
33.4,0,2,4,1.2,0,8,637,400.7586206896552,474.77777777777777
31.5,3,0,6,1.0,1,7,428,473.6571428571429,378.22222222222223
9.4,2,1,1,2.4,0,17,322,456.9142857142857,433.03225806451616
12.6,3,0,3,1.0,1,3,201,375.225,476.1351351351352
23.5,2,0,2,1.0,1,4,275,512.3111111111111,515.6875
35.5,3,0,5,1.0,1,2,476,447.6315789473685,458.39473684210526
11.2,2,0,6,1.0,1,3,152,375.225,410.68
20.6,2,0,6,1.0,2,16,246,351.4146341463415,348.2432432432432
20.1,2,2,3,1.2,2,11,289,449.9795918367347,389.35849056603774
17.0,0,2,3,1.2,2,9,342,513.0652173913044,405.8222222222222
33.0,0,0,1,1.0,2,7,525,389.7037037037037,441.96875
9.8,2,0,3,1.0,1,5,138,357.65714285714284,266.6585365853659
38.6,3,0,2,1.0,1,4,513,402.9,428.28205128205127
3.4,2,2,6,1.2,0,8,89,487.87179487179486,525.3055555555555
26.2,0,0,6,1.0,1,3,423,371.8684210526316,374.2702702702703
13.6,3,2,6,1.2,2,1,256,487.87179487179486,361.4827586206897
40.6,2,2,4,1.3,1,2,580,525.2916666666666,445.55263157894734
15.9,2,0,4,1.0,1,23,199,401.3863636363636,435.8
24.0,0,2,2,1.3,1,23,507,351.82978723404256,376.4047619047619
20.8,0,1,4,2.3,0,8,787,328.2857142857143,410.27272727272725
16.6,3,0,4,1.0,1,21,249,418.2173913043478,412.0888888888889
18.8,3,0,5,1.0,1,22,276,401.76666666666665,332.1142857142857
15.6,2,1,4,1.9,0,9,372,505.85,266.6585365853659
31.4,0,0,2,1.0,1,22,501,457.6410256410256,443.44444444444446
23.6,2,1,6,2.0,0,19,552,300.6666666666667,515.6875
4.9,3,1,3,2.1,0,17,228,418.2173913043478,443.44444444444446
7.4,0,0,0,1.0,1,23,141,418.2173913043478,433.80555555555554
26.0,4,0,6,1.0,1,23,548,476.2439024390244,366.8484848484849
36.2,3,1,1,2.5,0,20,1211,575.2105263157895,439.1333333333333
5.8,2,2,2,1.4,2,22,137,303.22857142857146,410.27272727272725
28.9,1,2,4,1.4,2,14,271,358.61764705882354,486.8139534883721
4.5,2,1,4,2.3,0,17,195,460.24,500.3225806451613
9.1,0,2,3,1.3,1,2,216,339.79487179487177,357.30232558139534
10.8,2,0,5,1.0,1,6,148,333.6744186046512,500.0377358490566
6.7,3,0,0,1.0,1,23,130,332.2325581395349,346.81081081081084
11.4,0,2,6,1.2,2,16,241,516.219512195122,374.2702702702703
30.5,0,0,1,1.0,2,7,488,490.6923076923077,332.1142857142857
5.0,0,2,1,1.4,2,17,147,401.3863636363636,463.4651162790698
30.9,2,0,6,1.0,2,5,349,401.3863636363636,405.8222222222222
15.0,3,2,2,1.4,0,17,322,402.9,319.97727272727275
16.1,1,0,6,1.0,1,16,117,297.5625,445.55263157894734
10.9,2,2,6,1.3,2,13,194,345.1081081081081,325.12820512820514
19.4,4,1,4,1.5,0,9,644,449.3529411764706,437.46
6.7,0,2,0,1.3,2,11,170,490.6923076923077,383.2745098039216
32.4,3,2,4,1.2,2,16,527,367.2972972972973,476.1351351351352
20.7,0,0,5,1.0,1,7,340,308.6938775510204,325.12820512820514
24.0,0,0,2,1.0,1,13,390,376.1842105263158,515.6875
24.8,3,0,4,1.0,1,5,348,388.3589743589744,383.2745098039216
17.9,3,2,1,1.5,0,11,397,487.87179487179486,348.3684210526316
27.1,2,0,2,1.0,1,22,311,318.6222222222222,436.9666666666666
4.4,2,0,3,1.0,1,7,84,330.8421052631579,340.7291666666667
20.1,1,0,6,1.0,1,13,141,333.6744186046512,404.7058823529412
17.1,0,2,0,1.4,2,21,401,335.8837209302326,331.2888888888889
11.0,0,0,4,1.0,1,1,195,375.7368421052632,421.1463414634146
12.1,3,2,2,1.3,1,5,254,352.75925925925924,421.1463414634146
1.6,1,1,3,1.8,0,17,53,446.37142857142857,437.46
29.9,2,0,1,1.0,1,23,339,401.76666666666665,405.8222222222222
10.9,3,0,1,1.0,2,2,181,345.27777777777777,362.5135135135135
12.4,0,2,2,1.2,2,13,259,308.6938775510204,414.6428571428572
37.0,0,1,4,2.4,0,10,1404,467.7714285714285,435.8
13.3,3,2,6,1.1,1,1,231,457.6410256410256,361.4827586206897
19.7,0,1,0,1.6,0,19,521,352.28125,383.2745098039216
25.7,2,1,3,1.7,0,18,505,382.8684210526316,364.4772727272728
17.4,3,0,2,1.0,1,3,259,417.1555555555556,443.44444444444446
11.4,0,2,2,1.2,0,18,241,375.225,422.625
10.5,0,0,5,1.0,1,0,188,375.7368421052632,405.5
31.4,0,2,3,1.1,0,17,551,552.9821428571429,412.0888888888889
5.2,0,0,0,1.0,1,7,108,325.8536585365854,369.1538461538461
19.5,0,0,2,1.0,1,23,322,293.531914893617,595.3243243243244
12.2,1,2,4,1.2,2,11,112,434.8157894736842,366.6666666666667
25.3,1,1,1,1.9,0,9,326,412.1785714285714,362.5135135135135
12.2,3,2,5,1.3,2,21,255,308.6938775510204,405.8222222222222
30.9,0,2,1,1.4,2,15,691,405.86046511627904,405.8222222222222
26.5,2,0,3,1.0,1,3,305,390.8571428571428,439.5882352941176
24.3,4,2,2,1.2,2,2,621,386.2,375.875
21.6,3,0,6,1.0,1,4,309,403.1315789473685,439.1333333333333
20.3,0,0,4,1.0,1,7,334,347.075,369.9736842105263
19.4,3,0,0,1.0,1,2,283,412.5,331.2888888888889
10.7,2,2,1,1.3,2,5,191,332.2325581395349,369.0
31.2,0,0,0,1.0,1,0,498,457.6410256410256,515.6875
7.2,2,2,5,1.2,0,8,134,286.2352941176471,357.7317073170732
16.8,2,2,2,1.4,2,1,291,308.6938775510204,410.27272727272725
5.2,2,0,4,1.0,2,7,92,513.0652173913044,449.5
17.9,4,0,6,1.0,1,22,402,347.075,381.4516129032258
8.1,0,1,4,2.1,0,10,318,397.9787234042553,398.2916666666667
7.1,0,0,1,1.0,1,3,136,351.82978723404256,389.35849056603774
35.9,2,2,5,1.3,2,14,519,375.7368421052632,470.4864864864865
18.6,0,0,0,1.0,1,21,309,424.948717948718,350.45454545454544
22.0,0,0,6,1.0,1,21,360,341.7,325.12820512820514
42.3,3,0,6,1.0,1,5,558,334.42,486.0625
3.5,3,2,2,1.5,2,23,138,397.9787234042553,383.2745098039216
18.0,2,1,6,1.8,0,10,396,345.2105263157895,476.1351351351352
12.0,2,0,5,1.0,1,2,160,386.7608695652174,351.8333333333333
9.0,0,1,1,1.8,0,8,297,421.3142857142857,417.9189189189189
25.6,3,2,1,1.3,1,0,464,552.9821428571429,379.65
18.8,0,0,2,1.0,1,12,312,324.1714285714286,437.46
16.6,2,1,5,2.3,0,10,474,345.1081081081081,557.1666666666666
39.2,2,0,4,1.0,1,2,432,333.6744186046512,442.8529411764706
21.9,3,0,4,1.0,1,21,313,409.0,319.97727272727275
39.2,0,2,0,1.3,0,9,803,449.3529411764706,445.55263157894734
18.5,3,1,1,1.6,0,16,435,347.075,405.8222222222222
28.0,2,0,6,1.0,2,22,320,297.5625,469.1666666666667
10.1,0,1,3,2.1,0,17,381,401.3863636363636,376.4047619047619
27.2,4,1,6,2.0,0,18,1139,368.7307692307692,463.4651162790698
21.8,2,0,2,1.0,1,0,258,325.9736842105263,398.4339622641509
4.1,2,0,4,1.0,2,10,81,361.9142857142857,431.7878787878788
27.2,0,0,5,1.0,1,7,438,417.8974358974359,313.5777777777778
10.8,1,0,0,1.0,1,14,85,421.3142857142857,338.7179487179488
31.3,0,0,6,1.0,2,0,500,344.9111111111111,357.7317073170732
5.7,2,0,2,1.0,1,1,97,446.37142857142857,294.825
7.2,1,2,4,1.5,2,4,95,376.1842105263158,361.97222222222223
2.8,3,0,5,1.0,2,14,84,304.5,331.1162790697674
8.4,3,0,1,1.0,1,3,151,325.8536585365854,384.6315789473685
23.7,0,0,5,1.0,1,6,386,333.6744186046512,405.8222222222222
18.8,3,2,3,1.4,2,10,386,352.75925925925924,378.22222222222223
34.0,3,2,1,1.4,2,21,641,575.2105263157895,389.35849056603774
15.4,3,1,4,2.4,0,20,564,361.9142857142857,414.6428571428572
6.4,2,0,5,1.0,1,4,104,375.225,399.5263157894737
10.8,0,2,2,1.3,2,13,250,382.8684210526316,486.0625
27.5,4,2,4,1.3,2,0,748,374.12820512820514,433.03225806451616
17.7,3,2,1,1.3,1,6,341,297.5625,515.6875
14.3,0,0,2,1.0,2,14,244,334.42,343.5833333333333
21.1,0,0,3,1.0,1,21,346,516.219512195122,331.2888888888889
10.6,2,2,6,1.1,1,13,161,333.9,412.0888888888889
10.8,1,1,2,1.8,0,20,153,345.1081081081081,366.8484848484849
30.3,0,0,6,1.0,1,7,484,389.7037037037037,500.0377358490566
41.1,3,0,2,1.0,2,3,543,552.9821428571429,486.8139534883721
29.0,3,0,1,1.0,1,1,398,357.65714285714284,362.40625
19.3,3,0,0,1.0,1,2,282,293.531914893617,325.2105263157895
13.0,0,0,0,1.0,2,19,225,300.6666666666667,398.4339622641509
11.1,3,2,6,1.2,2,12,220,390.8571428571428,449.5
22.2,3,0,3,1.0,1,22,316,417.8974358974359,422.625
21.2,0,0,5,1.0,1,15,348,347.075,294.825
14.5,2,0,2,1.0,1,3,185,388.3589743589744,341.5
25.2,0,2,2,1.4,0,15,571,447.6315789473685,341.5
27.8,0,0,2,1.0,2,15,447,467.6842105263158,395.6285714285714
27.0,3,0,2,1.0,1,4,374,358.61764705882354,432.3125
32.0,3,0,3,1.0,2,3,434,445.1333333333333,428.28205128205127
27.4,0,0,6,1.0,2,14,441,460.24,294.825
28.5,3,1,5,2.1,0,9,823,505.85,399.5263157894737
25.4,3,2,1,1.3,2,16,461,525.2916666666666,399.5263157894737
19.0,2,0,5,1.0,1,0,230,424.948717948718,422.0208333333333
35.8,0,2,3,1.5,2,23,850,430.7368421052632,463.9189189189189
7.0,0,1,5,2.3,0,9,310,351.4146341463415,331.1162790697674
36.1,0,0,5,1.0,1,23,572,516.219512195122,499.4358974358975
35.5,2,2,3,1.5,1,22,592,322.09302325581393,525.3055555555555
21.2,3,2,4,1.4,2,4,426,449.9795918367347,314.76
6.3,1,0,1,1.0,1,23,58,326.09375,313.5777777777778
34.3,3,1,6,2.0,0,10,923,420.9411764705882,463.54285714285714
1.8,0,0,0,1.0,1,3,57,356.96875,346.81081081081084
3.2,2,2,0,1.3,0,17,94,513.0652173913044,433.03225806451616
26.9,3,0,6,1.0,1,6,373,341.7,338.7179487179488
2.6,0,2,4,1.2,2,10,83,356.96875,355.57142857142856
21.7,1,0,3,1.0,2,21,150,334.42,389.20454545454544
30.6,1,2,0,1.4,2,15,285,444.61538461538464,374.2702702702703
41.3,3,0,5,1.0,1,15,546,512.3111111111111,431.7878787878788
24.9,3,1,0,1.6,0,18,558,386.2,407.54545454545456
14.0,4,1,1,1.8,0,17,598,512.3111111111111,405.8222222222222
24.9,0,1,6,2.2,0,18,888,345.27777777777777,470.4864864864865
20.0,3,0,4,1.0,1,2,290,388.3589743589744,439.9583333333333
20.0,1,0,2,1.0,1,15,140,358.61764705882354,266.6585365853659
26.8,4,0,2,1.0,2,14,562,388.3589743589744,557.1666666666666
10.6,0,0,4,1.0,1,15,189,422.7142857142857,343.7333333333333
10.6,2,1,4,2.2,0,17,321,371.8684210526316,445.55263157894734
26.4,1,2,3,1.2,1,16,214,376.1842105263158,385.5869565217391
6.2,0,2,3,1.1,0,9,135,349.43333333333334,369.1538461538461
21.0,1,2,0,1.5,1,7,219,351.4807692307692,439.6060606060606
8.7,0,1,1,2.0,0,20,321,345.27777777777777,431.7878787878788
22.7,3,0,6,1.0,1,21,322,332.2325581395349,463.4651162790698
20.7,3,2,2,1.1,0,11,328,388.3589743589744,458.39473684210526
10.3,3,0,1,1.0,1,7,174,320.9714285714286,383.2745098039216
28.5,3,1,4,2.3,0,8,902,388.3589743589744,442.8529411764706
27.7,2,2,4,1.3,1,7,412,408.56410256410254,361.4827586206897
15.9,2,1,2,2.5,0,8,498,351.82978723404256,422.0208333333333
10.2,2,1,0,1.6,0,19,227,357.65714285714284,373.9318181818182
33.7,2,0,6,1.0,1,12,377,516.219512195122,439.6060606060606
4.7,3,0,5,1.0,1,3,106,375.7368421052632,463.9189189189189
7.8,3,0,3,1.0,2,16,144,320.9714285714286,320.2857142857143
24.4,0,0,3,1.0,1,4,396,449.3529411764706,343.7333333333333
13.6,2,0,2,1.0,2,20,176,349.6046511627907,384.6315789473685
33.8,4,0,0,1.0,1,2,688,382.8684210526316,431.7878787878788
39.5,0,2,5,1.3,0,17,809,434.8157894736842,436.9666666666666
25.2,2,2,3,1.1,0,19,321,449.9795918367347,364.4772727272728
25.9,4,2,5,1.5,2,22,819,476.2439024390244,389.20454545454544
3.6,1,1,4,1.9,0,8,79,349.6046511627907,294.825
6.5,0,2,0,1.2,0,20,153,339.79487179487177,346.81081081081084
33.7,2,1,3,2.2,0,18,829,384.8181818181818,458.39473684210526
31.8,4,1,1,1.9,0,10,1240,418.2173913043478,405.8222222222222
14.2,3,2,3,1.2,0,17,264,332.2325581395349,469.1666666666667
12.0,1,2,0,1.3,0,8,120,320.6530612244898,439.6060606060606
26.0,0,2,6,1.1,2,14,462,473.6571428571429,373.9318181818182
22.5,2,0,5,1.0,1,23,265,382.8684210526316,299.16279069767444
10.4,1,2,5,1.2,1,22,99,334.42,363.5405405405405
6.7,3,2,2,1.5,1,13,196,371.8684210526316,405.5
13.1,2,0,6,1.0,1,4,171,369.2702702702703,473.54285714285714
20.4,3,2,0,1.3,2,13,383,322.09302325581393,357.30232558139534
13.8,0,1,6,2.4,0,20,569,446.37142857142857,369.9736842105263
44.6,2,2,3,1.5,2,22,729,460.24,595.3243243243244
18.6,0,0,1,1.0,2,14,309,505.85,463.54285714285714
42.6,2,1,6,2.0,0,10,932,448.575,468.45
28.0,3,2,5,1.2,1,1,463,487.87179487179486,422.0208333333333
25.2,1,0,2,1.0,1,22,171,374.6285714285714,340.7291666666667
27.6,2,2,0,1.5,0,17,474,449.9795918367347,515.6875
15.8,4,2,6,1.3,2,15,474,339.79487179487177,443.44444444444446
24.7,4,1,5,2.1,0,19,1102,356.96875,458.39473684210526
17.2,0,2,6,1.4,2,14,403,324.1714285714286,414.6428571428572
10.3,0,1,0,2.4,0,10,443,347.075,441.96875
20.2,2,0,0,1.0,1,1,242,382.8684210526316,266.6585365853659
6.2,0,1,1,1.9,0,9,234,456.9142857142857,418.71875
18.2,3,0,0,1.0,2,16,268,448.575,439.9583333333333
25.2,1,2,5,1.3,1,7,223,326.44736842105266,557.1666666666666
21.1,4,2,0,1.5,2,9,690,445.1333333333333,363.5405405405405
27.5,0,0,0,1.0,2,23,442,418.2173913043478,439.1333333333333
18.4,0,2,5,1.3,2,13,398,408.56410256410254,319.97727272727275
29.8,0,0,5,1.0,1,21,477,386.2,422.625
34.5,0,2,2,1.2,2,23,657,417.8974358974359,437.46
15.1,2,1,0,1.6,0,18,306,382.27777777777777,351.8333333333333
12.4,3,2,2,1.2,2,1,239,473.6571428571429,346.81081081081084
26.9,0,2,6,1.2,2,11,520,408.56410256410254,355.57142857142856
